id,Date_received,Product,Sub_product,Issue,Sub_issue,Consumer_complaint_narrative,Company_public_response,Company,State,ZIP_code,Tags,Consumer_consent_provided,Submitted_via,Date_sent_to_company,Company_response_to_consumer,Timely_response,Consumer_disputed,Complaint_ID
229590,2011-12-01,Credit card,,Identity theft / Fraud / Embezzlement,,,,"CITIBANK, N.A.",NV,89415,,,Web,12/19/2011,Closed without relief,Yes,No,2240
229958,2011-12-14,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"SUNTRUST BANKS, INC.",GA,30169,,,Referral,12/14/2011,Closed without relief,Yes,No,5791
231452,2011-12-03,Mortgage,FHA mortgage,Application  originator  mortgage broker,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",SC,29588,,,Web,12/6/2011,Closed without relief,Yes,Yes,2741
231621,2011-12-29,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,GA,30135,,,Web,12/30/2011,Closed without relief,Yes,No,8649
232458,2011-12-12,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,M&T BANK CORPORATION,WA,98115,,,Web,12/13/2011,Closed with relief,Yes,No,4666
232734,2011-12-01,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,"FLAGSTAR BANK, FSB",GA,30013,,,Phone,12/23/2011,Closed without relief,Yes,No,2302
232876,2011-12-11,Credit card,,Billing disputes,,,,DISCOVER BANK,MN,55304,,,Web,12/12/2011,Closed without relief,Yes,No,85070
233098,2011-12-05,Credit card,,Advertising and marketing,,,,AMERICAN EXPRESS COMPANY,GA,30052,,,Web,12/9/2011,Closed without relief,Yes,No,2988
233275,2011-12-12,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,NY,10309,,,Web,12/13/2011,Closed without relief,Yes,No,4645
233305,2011-12-02,Credit card,,Identity theft / Fraud / Embezzlement,,,,U.S. BANCORP,OH,44224,,,Referral,12/2/2011,Closed without relief,Yes,No,2454
233405,2011-12-05,Credit card,,Credit card protection / Debt protection,,,,CAPITAL ONE FINANCIAL CORPORATION,KS,67579,Older American,,Phone,12/9/2011,Closed without relief,Yes,No,2942
233739,2011-12-03,Credit card,,Credit determination,,,,CAPITAL ONE FINANCIAL CORPORATION,VA,20147,,,Web,12/16/2011,Closed without relief,Yes,No,2721
234382,2011-12-14,Mortgage,Other mortgage,Credit decision / Underwriting,,,,JPMORGAN CHASE & CO.,WI,53008,Servicemember,,Web,12/19/2011,Closed without relief,Yes,Yes,57225
234450,2011-12-20,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,MI,48235,,,Web,12/22/2011,Closed without relief,Yes,Yes,7111
234865,2011-12-02,Credit card,,Other fee,,,,SYNCHRONY FINANCIAL,CA,92071,,,Web,12/5/2011,Closed with relief,Yes,No,2650
235049,2011-12-12,Mortgage,FHA mortgage,Loan servicing  payments  escrow account,,,,JPMORGAN CHASE & CO.,IL,60460,,,Web,12/12/2011,Closed without relief,Yes,No,4652
235686,2011-12-28,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,OCWEN LOAN SERVICING LLC,IL,60443,,,Web,12/28/2011,Closed without relief,Yes,Yes,8231
236346,2011-12-08,Mortgage,Other mortgage,Settlement process and costs,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",OR,97116,,,Web,12/12/2011,Closed without relief,Yes,No,4111
236679,2011-12-02,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,"CIT BANK, NATIONAL ASSOCIATION",AZ,85051,,,Web,12/5/2011,Closed with relief,Yes,No,2580
237007,2011-12-05,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,OR,97487,,,Phone,12/9/2011,Closed without relief,Yes,No,2947
237317,2011-12-13,Mortgage,Conventional adjustable mortgage (ARM),Application  originator  mortgage broker,,,,"SUNTRUST BANKS, INC.",FL,33876,,,Postal mail,12/16/2011,Closed without relief,Yes,Yes,5491
237323,2011-12-15,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,PNC Bank N.A.,VA,22003,Servicemember,,Web,12/21/2011,Closed with relief,Yes,Yes,5944
237710,2011-12-11,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,OCWEN LOAN SERVICING LLC,CA,92026,,,Web,12/14/2011,Closed without relief,Yes,No,4601
237840,2011-12-31,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,M&T BANK CORPORATION,VA,22032,,,Web,1/3/2012,Closed without relief,Yes,No,8974
237889,2011-12-20,Credit card,,Closing/Cancelling account,,,,CAPITAL ONE FINANCIAL CORPORATION,FL,32730,,,Web,12/21/2011,Closed without relief,Yes,No,6824
237891,2011-12-12,Mortgage,Other mortgage,Settlement process and costs,,,,WELLS FARGO & COMPANY,TX,78250,,,Web,12/13/2011,Closed without relief,Yes,No,4742
238068,2011-12-06,Credit card,,Balance transfer,,,,"CITIZENS FINANCIAL GROUP, INC.",MA,2769,,,Web,12/7/2011,Closed without relief,Yes,No,3138
238072,2011-12-12,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,IL,60140,,,Phone,12/14/2011,Closed without relief,Yes,No,4896
238130,2011-12-30,Credit card,,Billing statement,,,,BB&T CORPORATION,VA,22739,,,Referral,12/30/2011,Closed without relief,Yes,No,8868
238766,2011-12-28,Credit card,,Forbearance / Workout plans,,,,"CITIBANK, N.A.",CA,93422,Older American,,Web,12/29/2011,Closed without relief,Yes,No,8215
238828,2011-12-14,Mortgage,Home equity loan or line of credit,Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,WA,98858,Older American,,Phone,12/21/2011,Closed without relief,Yes,Yes,5673
238836,2011-12-01,Credit card,,Credit determination,,,,"CITIBANK, N.A.",MO,63301,,,Web,12/2/2011,Closed with relief,Yes,No,2396
239487,2011-12-21,Mortgage,Home equity loan or line of credit,Credit decision / Underwriting,,,,JPMORGAN CHASE & CO.,AR,86322,,,Phone,12/22/2011,Closed without relief,Yes,No,7417
239536,2011-12-06,Credit card,,APR or interest rate,,,,CAPITAL ONE FINANCIAL CORPORATION,TX,76022,,,Referral,12/6/2011,Closed without relief,Yes,No,3440
239731,2011-12-05,Credit card,,APR or interest rate,,,,SYNCHRONY FINANCIAL,FL,33165,,,Referral,12/5/2011,Closed without relief,Yes,No,83156
239746,2011-12-11,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,OCWEN LOAN SERVICING LLC,NJ,8096,,,Web,12/12/2011,Closed with relief,No,No,4573
239909,2011-12-16,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,,,WELLS FARGO & COMPANY,CA,90045,,,Web,12/21/2011,Closed without relief,Yes,Yes,6130
240022,2011-12-05,Credit card,,Billing disputes,,,,CAPITAL ONE FINANCIAL CORPORATION,CA,96067,,,Referral,12/5/2011,Closed with relief,Yes,No,2838
240034,2011-12-30,Credit card,,Identity theft / Fraud / Embezzlement,,,,UNITED SERVICES AUTOMOBILE ASSOCIATION,TX,78288,,,Referral,12/30/2011,Untimely response,No,No,4269
241164,2011-12-13,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",OH,44146,Older American,,Phone,12/16/2011,Closed without relief,Yes,No,4347
242076,2011-12-21,Credit card,,Late fee,,,,AMERICAN EXPRESS COMPANY,CA,92705,,,Web,12/21/2011,Closed without relief,Yes,No,6661
242191,2011-12-15,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",AZ,85213,,,Referral,12/15/2011,Closed without relief,No,No,6046
242512,2011-12-30,Mortgage,Reverse mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,TX,77026,,,Web,1/3/2012,Closed without relief,Yes,No,8823
242564,2011-12-02,Credit card,,Balance transfer fee,,,,"CITIBANK, N.A.",GA,30068,,,Referral,12/2/2011,Closed with relief,Yes,No,2441
243171,2011-12-05,Credit card,,Privacy,,,,CAPITAL ONE FINANCIAL CORPORATION,CA,91768,,,Referral,12/5/2011,Closed without relief,Yes,No,3005
243285,2011-12-14,Credit card,,Credit determination,,,,SYNCHRONY FINANCIAL,NJ,7930,,,Referral,12/14/2011,Closed without relief,Yes,No,5789
243339,2011-12-26,Credit card,,Identity theft / Fraud / Embezzlement,,,,JPMORGAN CHASE & CO.,FL,33496,,,Referral,12/27/2011,Closed without relief,Yes,No,69858
243798,2011-12-05,Credit card,,Identity theft / Fraud / Embezzlement,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,90241,,,Web,12/6/2011,Closed without relief,Yes,No,3119
243875,2011-12-16,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,M&T BANK CORPORATION,CA,90623,,,Referral,12/19/2011,Closed with relief,Yes,No,6554
244402,2011-12-01,Credit card,,Transaction issue,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,78249,,,Referral,12/1/2011,Closed without relief,Yes,No,2083
244513,2011-12-21,Credit card,,Identity theft / Fraud / Embezzlement,,,,"CITIBANK, N.A.",TX,78741,,,Web,12/21/2011,Closed with relief,Yes,No,7414
245193,2011-12-29,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"CITIBANK, N.A.",GA,30134,,,Referral,12/29/2011,Closed without relief,Yes,No,8511
245694,2011-12-16,Mortgage,Second mortgage,Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,CA,92807,,,Referral,12/16/2011,Closed without relief,Yes,No,6376
245750,2011-12-10,Credit card,,Billing disputes,,,,CAPITAL ONE FINANCIAL CORPORATION,VA,23831,"Older American, Servicemember",,Web,12/12/2011,Closed with relief,Yes,No,4476
246553,2011-12-16,Credit card,,Privacy,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,77356,,,Referral,12/16/2011,Closed with relief,Yes,No,6244
246715,2011-12-12,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,CA,92101,Older American,,Web,12/16/2011,Closed without relief,Yes,No,5115
247071,2011-12-28,Mortgage,Other mortgage,Credit decision / Underwriting,,,,WELLS FARGO & COMPANY,OH,43062,,,Web,12/29/2011,Closed without relief,Yes,No,8211
247129,2011-12-31,Credit card,,Collection practices,,,,U.S. BANCORP,TX,78734,,,Web,1/3/2012,Closed without relief,Yes,No,4221
247310,2011-12-23,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,"TIAA, FSB",GA,30004,,,Web,12/27/2011,Closed with relief,Yes,No,7893
248123,2011-12-09,Credit card,,Identity theft / Fraud / Embezzlement,,,,"CITIBANK, N.A.",TX,76002,,,Web,12/11/2011,Closed with relief,Yes,No,4273
248294,2011-12-20,Credit card,,Credit line increase/decrease,,,,DISCOVER BANK,KY,41094,,,Web,12/20/2011,Closed with relief,No,No,7030
248574,2011-12-16,Credit card,,Billing disputes,,,,SYNCHRONY FINANCIAL,VA,22153,Older American,,Postal mail,12/21/2011,Closed with relief,Yes,No,6420
248609,2011-12-14,Credit card,,Billing disputes,,,,PENTAGON FEDERAL CREDIT UNION,TX,79925,Older American,,Web,3/29/2012,Closed with relief,Yes,No,5813
248617,2011-12-13,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92130,Servicemember,,Web,12/15/2011,Closed without relief,No,No,5167
248793,2011-12-23,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,94708,Older American,,Web,12/28/2011,Closed without relief,Yes,Yes,7866
249740,2011-12-13,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,OCWEN LOAN SERVICING LLC,CA,92084,,,Referral,12/16/2011,Closed without relief,No,Yes,5042
249763,2011-12-01,Credit card,,Bankruptcy,,,,PNC Bank N.A.,VA,20171,,,Web,12/1/2011,Closed without relief,Yes,No,2116
249809,2011-12-16,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",AZ,85743,,,Web,12/20/2011,Closed without relief,Yes,No,6122
250521,2011-12-13,Credit card,,APR or interest rate,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",WA,98118,,,Web,12/14/2011,Closed without relief,Yes,No,5284
251788,2011-12-08,Credit card,,Advertising and marketing,,,,JPMORGAN CHASE & CO.,IA,50265,,,Web,12/12/2011,Closed without relief,Yes,No,3851
252284,2011-12-08,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,95003,Older American,,Web,12/11/2011,Closed without relief,No,No,3997
252425,2011-12-13,Credit card,,APR or interest rate,,,,"CITIBANK, N.A.",NY,14580,Servicemember,,Web,12/16/2011,Closed without relief,Yes,Yes,5426
252678,2011-12-29,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,91045,,,Web,12/30/2011,Closed without relief,Yes,No,8539
253723,2011-12-12,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,94044,,,Web,12/12/2011,Closed without relief,Yes,Yes,4880
254101,2011-12-08,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,CA,95832,,,Web,12/12/2011,Closed without relief,Yes,No,4051
254996,2011-12-19,Credit card,,Billing statement,,,,"SUNTRUST BANKS, INC.",FL,33558,Older American,,Phone,12/21/2011,Closed without relief,Yes,Yes,6636
255590,2011-12-11,Credit card,,Transaction issue,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30755,,,Web,12/12/2011,Closed with relief,Yes,No,4574
255943,2011-12-15,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92026,,,Phone,12/16/2011,Closed without relief,Yes,No,6095
256155,2011-12-01,Credit card,,Payoff process,,,,CAPITAL ONE FINANCIAL CORPORATION,CA,94108,,,Phone,12/5/2011,Closed without relief,Yes,Yes,2374
256647,2011-12-12,Mortgage,Home equity loan or line of credit,Loan modification collection foreclosure,,,,"CITIBANK, N.A.",CA,93545,,,Web,12/14/2011,Closed without relief,Yes,No,5072
256887,2011-12-21,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30228,,,Web,12/22/2011,Closed without relief,Yes,No,7493
258315,2011-12-19,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,GA,30185,,,Referral,1/17/2012,Closed without relief,Yes,Yes,6671
258751,2011-12-16,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,WELLS FARGO & COMPANY,AZ,85614,Older American,,Web,12/21/2011,Closed without relief,Yes,No,6258
259197,2011-12-08,Credit card,,Collection debt dispute,,,,DISCOVER BANK,TX,78749,,,Web,12/9/2011,Closed without relief,Yes,No,3953
259703,2011-12-03,Credit card,,Customer service / Customer relations,,,,BMO HARRIS BANK NATIONAL ASSOCIATION,KS,66221,Older American,,Web,12/13/2011,Closed with relief,Yes,No,2759
263252,2011-12-13,Credit card,,Rewards,,,,FIRST NATIONAL BANK OF OMAHA,FL,32960,Older American,,Web,12/19/2011,Closed with relief,Yes,No,5165
263511,2011-12-19,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing  payments  escrow account,,,,JPMORGAN CHASE & CO.,IL,60657,,,Phone,12/21/2011,Closed without relief,Yes,Yes,6628
264610,2011-12-22,Mortgage,FHA mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MD,21202,,,Web,12/22/2011,Closed with relief,Yes,No,7693
264921,2011-12-21,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,CA,91364,,,Web,12/21/2011,Closed without relief,Yes,Yes,7399
265342,2011-12-13,Credit card,,Collection debt dispute,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CT,6782,Older American,,Web,12/16/2011,Closed without relief,Yes,Yes,5468
265501,2011-12-29,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,"CITIZENS FINANCIAL GROUP, INC.",PA,18040,,,Web,12/29/2011,Closed with relief,Yes,No,8456
266587,2011-12-23,Credit card,,Billing disputes,,,,DISCOVER BANK,PA,19355,,,Referral,12/28/2011,Closed,No,No,8251
269991,2011-12-13,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"CITIBANK, N.A.",NJ,7110,,,Web,12/19/2011,Closed without relief,Yes,No,5216
271024,2011-12-08,Mortgage,FHA mortgage,Loan servicing  payments  escrow account,,,,"SUNTRUST BANKS, INC.",FL,32950,Older American,,Web,12/8/2011,Closed with relief,Yes,No,3900
271511,2011-12-27,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,91932,Servicemember,,Web,2/10/2012,Closed without relief,Yes,No,7972
272052,2011-12-17,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",OK,74127,Older American,,Web,12/20/2011,Closed without relief,Yes,No,6467
272676,2011-12-04,Mortgage,Conventional adjustable mortgage (ARM),Application  originator  mortgage broker,,,,WELLS FARGO & COMPANY,WI,53104,,,Web,12/6/2011,Closed without relief,Yes,Yes,2766
273371,2011-12-12,Credit card,,Other,,,,JPMORGAN CHASE & CO.,IL,60459,Older American,,Web,12/14/2011,Closed without relief,Yes,Yes,5054
273700,2011-12-22,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"CIT BANK, NATIONAL ASSOCIATION",CA,90291,,,Web,12/22/2011,Closed without relief,No,No,7684
274595,2011-12-30,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,NJ,7083,Older American,,Web,1/3/2012,Closed without relief,Yes,No,8903
274844,2011-12-01,Credit card,,Other fee,,,,CAPITAL ONE FINANCIAL CORPORATION,WA,99016,,,Phone,12/5/2011,Closed with relief,Yes,No,2278
276127,2011-12-02,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92082,,,Referral,12/7/2011,Closed without relief,No,Yes,3695
276294,2011-12-07,Credit card,,Closing/Cancelling account,,,,CAPITAL ONE FINANCIAL CORPORATION,FL,34105,,,Referral,12/7/2011,Closed without relief,Yes,No,3535
276416,2011-12-12,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33602,,,Web,12/13/2011,Closed without relief,Yes,No,4748
277753,2011-12-15,Credit card,,Credit reporting,,,,"CITIBANK, N.A.",CA,91602,,,Web,12/20/2011,Closed without relief,Yes,Yes,6078
278016,2011-12-01,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,NY,14224,,,Referral,12/1/2011,Closed without relief,Yes,No,2070
278034,2011-12-08,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,CA,92501,,,Web,12/8/2011,Closed without relief,Yes,Yes,3800
279173,2011-12-14,Credit card,,Billing disputes,,,,SYNCHRONY FINANCIAL,PR,782,,,Phone,12/21/2011,Closed without relief,Yes,No,5657
279190,2011-12-06,Credit card,,Collection practices,,,,CAPITAL ONE FINANCIAL CORPORATION,WI,53050,,,Referral,12/6/2011,Closed without relief,Yes,No,3172
280485,2011-12-19,Credit card,,Delinquent account,,,,"CITIBANK, N.A.",ME,4074,,,Referral,12/19/2011,Closed without relief,Yes,No,6647
280599,2011-12-12,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,96067,,,Web,12/16/2011,Closed without relief,No,Yes,4909
280646,2011-12-02,Credit card,,Collection practices,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CT,6405,,,Referral,12/2/2011,Closed without relief,No,No,2460
280660,2011-12-12,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MS,39157,,,Phone,12/14/2011,Closed without relief,Yes,Yes,5102
280750,2011-12-13,Credit card,,Credit reporting,,,,JPMORGAN CHASE & CO.,MD,21222,,,Postal mail,12/15/2011,Closed without relief,Yes,No,5358
281496,2011-12-13,Credit card,,Billing statement,,,,JPMORGAN CHASE & CO.,AZ,85731,Older American,,Web,12/19/2011,Closed without relief,Yes,No,5191
281936,2011-12-19,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,FIFTH THIRD FINANCIAL CORPORATION,OH,43604,,,Referral,12/20/2011,Closed without relief,Yes,No,6925
282184,2011-12-04,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,IL,62681,,,Web,12/6/2011,Closed without relief,Yes,No,2796
